0x0008,0x0001,0x0000,0x0000,LengthToEnd,UL,1,RET
0x0008,0x0005,0x0000,0x0000,SpecificCharacterSet,CS,1-n,
0x0008,0x0006,0x0000,0x0000,LanguageCodeSequence,SQ,1,
0x0008,0x0008,0x0000,0x0000,ImageType,CS,2-n,
0x0008,0x0010,0x0000,0x0000,RecognitionCode,SH,1,RET
0x0008,0x0012,0x0000,0x0000,InstanceCreationDate,DA,1,
0x0008,0x0013,0x0000,0x0000,InstanceCreationTime,TM,1,
0x0008,0x0014,0x0000,0x0000,InstanceCreatorUID,UI,1,
0x0008,0x0015,0x0000,0x0000,InstanceCoercionDateTime,DT,1,
0x0008,0x0016,0x0000,0x0000,SOPClassUID,UI,1,
0x0008,0x0018,0x0000,0x0000,SOPInstanceUID,UI,1,
0x0008,0x001A,0x0000,0x0000,RelatedGeneralSOPClassUID,UI,1-n,
0x0008,0x001B,0x0000,0x0000,OriginalSpecializedSOPClassUID,UI,1,
0x0008,0x0020,0x0000,0x0000,StudyDate,DA,1,
0x0008,0x0021,0x0000,0x0000,SeriesDate,DA,1,
0x0008,0x0022,0x0000,0x0000,AcquisitionDate,DA,1,
0x0008,0x0023,0x0000,0x0000,ContentDate,DA,1,
0x0008,0x0024,0x0000,0x0000,OverlayDate,DA,1,RET
0x0008,0x0025,0x0000,0x0000,CurveDate,DA,1,RET
0x0008,0x002A,0x0000,0x0000,AcquisitionDateTime,DT,1,
0x0008,0x0030,0x0000,0x0000,StudyTime,TM,1,
0x0008,0x0031,0x0000,0x0000,SeriesTime,TM,1,
0x0008,0x0032,0x0000,0x0000,AcquisitionTime,TM,1,
0x0008,0x0033,0x0000,0x0000,ContentTime,TM,1,
0x0008,0x0034,0x0000,0x0000,OverlayTime,TM,1,RET
0x0008,0x0035,0x0000,0x0000,CurveTime,TM,1,RET
0x0008,0x0040,0x0000,0x0000,DataSetType,US,1,RET
0x0008,0x0041,0x0000,0x0000,DataSetSubtype,LO,1,RET
0x0008,0x0042,0x0000,0x0000,NuclearMedicineSeriesType,CS,1,RET
0x0008,0x0050,0x0000,0x0000,AccessionNumber,SH,1,
0x0008,0x0051,0x0000,0x0000,IssuerOfAccessionNumberSequence,SQ,1,
0x0008,0x0052,0x0000,0x0000,QueryRetrieveLevel,CS,1,
0x0008,0x0053,0x0000,0x0000,QueryRetrieveView,CS,1,
0x0008,0x0054,0x0000,0x0000,RetrieveAETitle,AE,1-n,
0x0008,0x0055,0x0000,0x0000,StationAETitle,AE,1,
0x0008,0x0056,0x0000,0x0000,InstanceAvailability,CS,1,
0x0008,0x0058,0x0000,0x0000,FailedSOPInstanceUIDList,UI,1-n,
0x0008,0x0060,0x0000,0x0000,Modality,CS,1,
0x0008,0x0061,0x0000,0x0000,ModalitiesInStudy,CS,1-n,
0x0008,0x0062,0x0000,0x0000,SOPClassesInStudy,UI,1-n,
0x0008,0x0063,0x0000,0x0000,AnatomicRegionsInStudyCodeSequence,SQ,1,
0x0008,0x0064,0x0000,0x0000,ConversionType,CS,1,
0x0008,0x0068,0x0000,0x0000,PresentationIntentType,CS,1,
0x0008,0x0070,0x0000,0x0000,Manufacturer,LO,1,
0x0008,0x0080,0x0000,0x0000,InstitutionName,LO,1,
0x0008,0x0081,0x0000,0x0000,InstitutionAddress,ST,1,
0x0008,0x0082,0x0000,0x0000,InstitutionCodeSequence,SQ,1,
0x0008,0x0090,0x0000,0x0000,ReferringPhysicianName,PN,1,
0x0008,0x0092,0x0000,0x0000,ReferringPhysicianAddress,ST,1,
0x0008,0x0094,0x0000,0x0000,ReferringPhysicianTelephoneNumbers,SH,1-n,
0x0008,0x0096,0x0000,0x0000,ReferringPhysicianIdentificationSequence,SQ,1,
0x0008,0x009C,0x0000,0x0000,ConsultingPhysicianName,PN,1-n,
0x0008,0x009D,0x0000,0x0000,ConsultingPhysicianIdentificationSequence,SQ,1,
0x0008,0x0100,0x0000,0x0000,CodeValue,SH,1,
0x0008,0x0101,0x0000,0x0000,ExtendedCodeValue,LO,1,DICOS
0x0008,0x0102,0x0000,0x0000,CodingSchemeDesignator,SH,1,
0x0008,0x0103,0x0000,0x0000,CodingSchemeVersion,SH,1,
0x0008,0x0104,0x0000,0x0000,CodeMeaning,LO,1,
0x0008,0x0105,0x0000,0x0000,MappingResource,CS,1,
0x0008,0x0106,0x0000,0x0000,ContextGroupVersion,DT,1,
0x0008,0x0107,0x0000,0x0000,ContextGroupLocalVersion,DT,1,
0x0008,0x0108,0x0000,0x0000,ExtendedCodeMeaning,LT,1,DICOS
0x0008,0x0109,0x0000,0x0000,CodingSchemeResourcesSequence,SQ,1,
0x0008,0x010A,0x0000,0x0000,CodingSchemeURLType,CS,1,
0x0008,0x010B,0x0000,0x0000,ContextGroupExtensionFlag,CS,1,
0x0008,0x010C,0x0000,0x0000,CodingSchemeUID,UI,1,
0x0008,0x010D,0x0000,0x0000,ContextGroupExtensionCreatorUID,UI,1,
0x0008,0x010E,0x0000,0x0000,CodingSchemeURL,UR,1,
0x0008,0x010F,0x0000,0x0000,ContextIdentifier,CS,1,
0x0008,0x0110,0x0000,0x0000,CodingSchemeIdentificationSequence,SQ,1,
0x0008,0x0112,0x0000,0x0000,CodingSchemeRegistry,LO,1,
0x0008,0x0114,0x0000,0x0000,CodingSchemeExternalID,ST,1,
0x0008,0x0115,0x0000,0x0000,CodingSchemeName,ST,1,
0x0008,0x0116,0x0000,0x0000,CodingSchemeResponsibleOrganization,ST,1,
0x0008,0x0117,0x0000,0x0000,ContextUID,UI,1,
0x0008,0x0118,0x0000,0x0000,MappingResourceUID,UI,1,
0x0008,0x0119,0x0000,0x0000,LongCodeValue,UC,1,
0x0008,0x0120,0x0000,0x0000,URNCodeValue,UR,1,
0x0008,0x0121,0x0000,0x0000,EquivalentCodeSequence,SQ,1,
